,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
5873,29,7.8,0,0.27,22.85,4.64,26.7,76.96
5874,30,6.7,0,0.36,21.74,3.62,15.6,79.82
5875,31,7.8,0,0.41,22.12,4.03,13.3,81.73
5876,1,6.7,0,0.67,15.81,3.72,15.6,82.29
5877,2,6.7,0,0.89,3.34,4.41,16.7,83.28
5878,3,7.8,0,0.83,13.6,2.17,15.6,80.63
5879,4,6.7,0,0.64,19.93,3.66,14.4,90.6
5880,5,7.8,0,0.52,23.01,4.54,16.7,81.34
5881,6,7.8,0,0.47,23.35,4.01,24.4,82.15
5882,7,7.8,11,0.53,23.2,3.41,18.9,77.79
5883,8,7.8,0,0.41,23.04,4.52,20,78.1
5884,9,8.9,0,0.62,19.33,3.11,21.1,74.84
5885,10,8.9,0.9,0.7,14.14,4.07,16.7,79.04
5886,11,7.8,20,0.64,23.44,3.46,15.6,76.28
5887,12,7.8,3,0.42,24.64,4.8,16.7,82.21
5888,13,6.7,3,0.36,24.91,4.36,16.7,84.22
5889,14,7.8,0,0.35,22.32,3.62,13.3,78.78
5890,15,6.7,0,0.44,25.25,4.43,14.4,78.49
5891,16,6.7,0,0.43,25.09,3.81,15.6,73.95
5892,17,6.7,0,0.42,25.11,4.43,16.7,81.34
5893,18,3.3,0,0.26,25.89,4.24,17.8,77.39
5894,19,4.4,7,0.32,25.4,4.33,18.9,78.79
5895,20,6.7,0,0.25,25.83,4.37,13.3,76.34
5896,21,6.7,0,0.32,25.3,4.13,14.4,78.49
5897,22,7.8,0,0.31,22.76,4.1,15.6,78.78
5898,23,8.9,0,0.24,26.16,3.9,25.6,78.18
5899,24,10,0,0.18,26.59,4.18,17.8,73.12
5900,25,7.8,0,0.25,24,3.42,20,81.85
5901,26,7.8,0.6,0.24,26.6,4.05,21.1,76.93
5902,27,8.9,21,0.33,26.49,3.57,22.2,75.03
5903,28,7.8,32,0.32,26.27,4.1,15.6,79.86
5904,1,7.8,31,0.26,26.72,3.98,13.3,84.02
5905,2,6.7,7,0.33,25.54,4.52,12.2,80.82
5906,3,6.7,0,0.26,26.67,5,13.3,82.4
5907,4,7.8,0,0.29,27.27,4.91,15.6,77.41
5908,5,8.9,0,0.28,27.59,4.42,23.3,70.93
5909,6,7.8,0,0.32,26.82,4.16,23.3,76.79
5910,7,6.7,0,0.29,27.37,3.84,15.6,75.96
5911,8,7.8,0,0.33,26.29,4.1,16.7,84.82
5912,9,8.9,0,0.29,27.46,4.39,26.7,75.9
5913,10,10,2.8,0.43,26.55,3.41,20,74.07
5914,11,11.1,2.8,0.48,21.25,2.54,15.6,79.47
5915,12,8.9,14.4,0.41,28.07,3.44,17.8,78.37
5916,13,10,20.8,0.37,28.14,4.02,18.9,76.87
5917,14,5.6,28.6,0.29,28.75,3.66,16.7,92.32
5918,15,4.4,3.2,0.32,28.6,4.15,13.3,86.79
5919,16,5.6,0,0.28,28.83,3.85,21.1,93.55
5920,17,6.7,0,0.27,29.13,3.9,18.9,92.32
5921,18,13.3,0,0.3,29.03,3.68,26.7,88.77
5922,19,12.2,0,0.3,25.21,5.4,27.8,84.39
5923,20,13.3,4,0.23,29.66,4.93,28.9,78.5
5924,21,11.1,1.8,0.24,29,4.3,20,92.83
5925,22,10,17.4,0.38,17.01,4.1,27.8,92.04
5926,23,8.9,0,0.36,20.75,4.14,25.6,92.98
5927,24,10,0,0.39,19.28,3.8,24.4,98.49
5928,25,8.9,0,0.41,24.67,3.65,26.7,101.95
5929,26,11.8,0,0.4,28.64,2.93,27.8,106.26
5930,27,12.2,0,0.39,29.17,3.56,28.9,96.98
5931,28,12.2,0,0.32,29.83,4.19,26.7,98.55
5932,29,13.3,0,0.3,29.88,3.57,25.6,106.55
5933,30,15.6,0,0.4,25.96,3.26,33.3,106.61
5934,31,15.6,0,0.38,29.46,3.64,34.4,110.57
5935,1,10,0,0.28,30.47,3.82,32.2,123
5936,2,15.6,0,0.27,30.47,4.29,33.3,126.09
5937,3,14.4,0,0.36,26.04,3.9,32.2,118.35
5938,4,15.6,0,0.38,24.17,4.06,33.3,116.77
5939,5,14.4,0,0.35,29.8,5.09,32.2,116.46
5940,6,15.6,0,0.27,30.9,4.68,31.1,117.72
5941,7,15.6,0,0.28,30.56,4.01,32.2,114.92
5942,8,13.3,0,0.38,30.07,2.49,28.9,113.66
5943,9,13.3,0,0.32,30.62,3.77,31.1,105.98
5944,10,15.6,0,0.36,30.48,3.4,30,106.58
5945,11,15.6,0,0.32,30.61,3.44,31.1,97.89
5946,12,14.4,0,0.35,30.46,3.06,30,116.49
5947,13,17.8,0,0.27,30.8,3.22,32.2,109.69
5948,14,18.9,0,0.34,29.12,2.77,33.3,112.49
5949,15,17.8,0,0.25,31.66,3.28,33.3,113.43
5950,16,20,0,0.29,31.44,3.67,33.3,123.51
5951,17,18.9,0,0.35,30.47,2.93,34.4,126.78
5952,18,17.8,13,0.59,20.26,3.3,35.6,160.32
5953,19,15.6,0,0.43,28.14,3.33,30,186.72
5954,20,16.7,0,0.42,26.33,3.75,31.1,188.23
5955,21,15.6,0,0.41,28.74,3.12,32.2,191.44
5956,22,15.6,2.6,0.34,30.05,3.42,32.2,192.81
5957,23,15.6,0,0.32,31.53,3.52,32.2,178.79
5958,24,17.8,0,0.35,31.35,3.83,33.3,181.72
5959,25,16.7,0,0.35,30.9,3.58,34.4,156.36
5960,26,14.4,0,0.32,29.69,2.96,31.1,170.22
5961,27,10,0,0.36,30.67,2.97,32.2,165.01
5962,28,17.8,0,0.39,31.82,2.93,38.9,146.29
5963,29,18.9,0,0.35,31.46,3.34,33.3,161.24
5964,30,20,0,0.3,31.57,4.05,35.6,176.03
5965,1,21.1,0,0.24,32.01,4.13,35.6,186.72
5966,2,18.9,3,0.25,31.74,4.61,36.7,188.99
5967,3,17.8,0,0.26,31.56,4.01,28.9,220.2
5968,4,20,0.8,0.25,31.76,3.74,32.2,213.6
5969,5,20,0,0.32,30.2,4.03,33.3,206.17
5970,6,16.7,2.6,0.4,30.6,2.98,33.3,224.7
5971,7,16.7,0,0.63,24,2.68,34.4,210.39
5972,8,20,0,0.77,9.76,1.92,33.3,233.07
5973,9,16.7,7.8,0.45,31.07,3.66,34.4,326.72
5974,10,16.7,0,0.44,31.81,3.32,35.6,249.78
5975,11,20,0,0.53,31.46,3.08,33.3,256.08
5976,12,14.4,7.6,0.48,31.55,3.1,31.1,263.97
5977,13,15.6,0,0.45,30.49,2.67,31.1,229.39
5978,14,16.7,0,0.43,27.45,3.06,32.2,211.9
5979,15,18.9,0,0.42,31.2,3,33.3,204.72
5980,16,22.2,0,0.47,30.77,3.56,34.4,271.35
5981,17,16.7,10,0.49,30.95,2.87,33.3,303.65
5982,18,20,0,0.65,30.25,2.74,34.4,303.81
5983,19,21.1,1,0.55,29.93,3.14,34.4,337.64
5984,20,20.6,0,0.65,27.86,2.63,35,385.31
5985,21,20,0,0.71,27.88,2.33,35.6,431.56
5986,22,21.1,0,0.75,16.51,1.71,35.6,414.81
5987,23,20,0,0.72,20.16,1.82,34.4,372.49
5988,24,20,0,0.68,27.92,2.27,35.6,298.67
5989,25,18.9,0,0.66,27.88,2.2,34.4,268
5990,26,17.8,0,0.71,19.01,1.48,26.7,195.66
5991,27,18.9,0,0.7,29.29,2.26,26.7,179.99
5992,28,15.6,0,0.75,27.25,2.23,31.1,130.84
5993,29,14.4,0.4,0.57,31,2.67,26.7,184.99
5994,30,7.2,0,0.58,29.24,2.54,34.4,149.47
5995,31,17.8,0,0.77,6.18,2.34,35.6,165.01
5996,1,17.8,0,0.64,28.11,2.01,36.7,143.55
5997,2,21.1,0,0.67,29.68,2.33,36.7,189.78
5998,3,20,0,0.68,28.32,2.17,36.7,185.78
5999,4,18.9,0.02,0.74,26.65,2.44,37.8,222.91
6000,5,17.8,0,0.63,29.26,2.49,33.3,211.39
6001,6,21.1,0,0.56,30.65,2.61,36.7,216.87
6002,7,22.2,0,0.54,30.35,2.98,37.8,228.76
6003,8,24.4,0,0.4,31.04,3.41,38.9,273.38
6004,9,24.4,0,0.38,31.16,3.15,40,364.62
6005,10,25.6,0,0.44,30.67,3.22,41.1,480.89
6006,11,27.8,0,0.48,28.77,3.18,38.9,519.67
6007,12,25.6,0,0.55,29.13,2.21,34.4,645.82
6008,13,26.7,0,0.62,28.61,2.02,32.2,700.9
6009,14,26.7,0,0.66,28.58,2.52,35.6,713.57
6010,15,24.4,0,0.74,28.01,2.35,34.4,764.87
6011,16,14.4,0.4,0.83,20.43,2.19,26.7,685.58
6012,17,20,3,0.79,22.08,2.37,33.3,485.29
6013,18,21.1,0,0.78,21.62,2.04,33.3,415.77
6014,19,20,0,0.77,14.3,1.73,32.2,369.89
6015,20,21.1,0,0.7,27.67,2.16,33.3,368.08
6016,21,18.9,0,0.71,27.48,2.26,35.6,360.53
6017,22,24.4,0,0.71,26.67,2.55,35.6,338.82
6018,23,22.2,0.8,0.63,27.6,2.83,36.7,381.69
6019,24,22.2,0.2,0.69,24.79,2.88,35.6,419.84
6020,25,23.3,0,0.77,26.04,2.11,35.6,471.06
6021,26,24.4,0,0.83,7.67,1.1,34.4,497.17
6022,27,24.4,0,0.81,5.2,1.54,34.4,556.88
6023,28,26.7,0,0.69,27.59,2.33,34.4,620.45
6024,29,26.7,0,0.74,26.4,2.46,36.7,625.56
6025,30,25.6,0,0.77,27.1,2.04,33.3,662.51
6026,1,26.7,0,0.87,13.35,1.68,35.6,610.13
6027,2,22.2,7.6,0.86,13.06,1.53,37.8,711.8
6028,3,22.2,53,0.83,18.14,1.64,32.2,713.47
6029,4,23.3,2.4,0.84,21.31,1.69,31.1,699.79
6030,5,22.2,21.4,0.93,6.14,1.79,33.3,586.85
6031,6,25.6,0,0.89,14.24,1.53,34.4,531.32
6032,7,23.3,0,0.82,22.78,2.3,34.4,540.52
6033,8,22.2,3.6,0.76,24.55,2.52,36.7,534.38
6034,9,20,28.2,0.71,26.35,2.11,37.8,600.7
6035,10,20,2.6,0.69,24.55,2.35,26.7,650.83
6036,11,23.3,6.2,0.7,25.13,2.18,33.3,478.85
6037,12,24.4,0.4,0.86,17.81,1.92,34.4,495.3
6038,13,24.4,0,0.89,13.14,2.61,34.4,523.67
6039,14,23.3,0,0.79,3.78,1.56,32.2,503.31
6040,15,22.2,0,0.68,25,1.86,33.3,474.03
6041,16,23.3,0,0.76,24.13,2.02,30,459.25
6042,17,23.3,6.2,0.84,17.38,1.64,34.4,408.36
6043,18,24.4,0,0.81,20.82,1.98,33.3,417.65
6044,19,25.6,0,0.77,19.76,2.25,34.4,463.19
6045,20,24.4,0,0.73,25.42,2.13,34.4,459.5
6046,21,23.3,0,0.67,25.88,2.47,34.4,514.56
6047,22,23.3,1.6,0.73,26,2.26,33.3,476.95
6048,23,24.4,0,0.73,26,2.28,33.3,741.9
6049,24,23.3,0,0.78,25.34,2.09,33.3,604.33
6050,25,24.4,0,0.76,25.08,2.05,32.2,596.88
6051,26,24.4,0,0.79,23.87,1.85,31.1,614.52
6052,27,23.3,0,0.8,24.11,2.07,30,646.83
6053,28,22.2,0,0.69,24.79,2.41,31.1,637.97
6054,29,24.4,0,0.52,25.6,2.88,31.2,603.87
6055,30,25.6,0,0.47,25.52,3.15,34.4,540.1
6056,31,25.6,0,0.48,25.63,3.02,35.6,542.48
6057,1,25.6,0,0.6,24.74,2.5,36.7,551.56
6058,2,24.4,0,0.63,24.82,2.45,33.3,590.97
6059,3,22.2,32.6,0.55,24.66,3.12,30,618.5
6060,4,20,35,0.59,24.35,2.91,26.7,677.28
6061,5,21.1,5.5,0.54,24.04,3.29,24.4,642.11
6062,6,21.1,0,0.56,23.95,3.1,32.2,563.92
6063,7,22.2,0,0.63,23.81,2.42,35.6,524.27
6064,8,23.3,0,0.71,22.92,2.19,33.3,559.94
6065,9,24.4,5,0.56,23.69,3.35,34.4,558.77
6066,10,23.3,0,0.69,23.12,2.27,31.2,581.48
6067,11,24.4,2,0.57,23.75,2.84,32.2,625.37
6068,12,22.2,42.4,0.59,22.81,3.05,33.3,650.85
6069,13,22.2,12.2,0.57,23.2,2.96,32.2,859.08
6070,14,23.3,0.4,0.46,23.31,3.05,32,765.24
6071,15,24.4,0,0.5,22.46,3.2,33.3,711.17
6072,16,23.3,2,0.5,22.79,3.08,33.3,649.45
6073,17,22.2,0,0.47,22.63,2.94,33.3,568.41
6074,18,24.4,0,0.59,20.02,2.4,33.3,546.28
6075,19,24.4,0,0.6,22.51,2.36,30,542.25
6076,20,24.4,0,0.37,22.24,3.07,31.2,552.28
6077,21,22.2,5,0.39,21.61,2.8,30,595.28
6078,22,23.3,0,0.29,22.76,3.86,28.9,606.05
6079,23,24.4,0,0.2,23.4,4.45,31.2,552.72
6080,24,23.3,0,0.14,23.48,4.08,32.2,553.57
6081,25,23.3,0,0.16,23.18,3.71,33.3,571.83
6082,26,22.2,0,0.25,22.28,3.54,32.2,567.76
6083,27,24.4,0,0.27,22.05,3.35,33.3,574.16
6084,28,23.3,0,0.29,21.82,3.51,34.4,565.96
6085,29,21.1,6,0.24,22.01,3.84,34.4,536.84
6086,30,22.2,0,0.15,22.51,4,34.4,506.63
6087,31,21.1,7.2,0.13,22.47,4.02,33.3,495.48
6088,1,23.3,0,0.13,22.2,4.02,32.2,493.51
6089,2,23.3,0,0.15,21.85,4.06,34.4,489.69
6090,3,22.2,1.5,0.18,21.59,3.86,31.2,527.02
6091,4,22.2,9.1,0.15,21.58,4.43,33.3,493.54
6092,5,23.3,0,0.18,21.41,4.62,28.9,478.48
6093,6,21.1,0,0.23,20.92,4.02,30,476.61
6094,7,20,0,0.31,19.88,3.61,30,411.25
6095,8,21.1,0,0.37,19.91,3.27,31.1,344.39
6096,9,18.9,0,0.32,19.92,3.3,32.2,297.12
6097,10,20,0,0.34,17.76,4.24,33.3,285.63
6098,11,18.9,2.5,0.27,19.68,4.37,31.1,288.26
6099,12,18.9,0,0.24,19.86,3.61,30,261.72
6100,13,18.9,1.5,0.23,19.66,3.87,28.9,237.54
6101,14,17.8,2.4,0.29,19.36,3.93,31.1,232.92
6102,15,16.7,0,0.31,19.28,3.87,28.9,213.81
6103,16,18.9,0,0.21,19.46,4.1,32.2,230.04
6104,17,21.1,0,0.2,19.26,4.39,33.3,219.1
6105,18,18.9,0,0.15,19.2,4.08,31.1,242.72
6106,19,24.4,0,0.2,19.22,4.72,28.9,249.75
6107,20,22.2,0,0.2,19.15,4.33,31.1,282.06
6108,21,22.2,0,0.14,19.18,3.85,33.3,278.69
6109,22,20,0.5,0.17,19.03,4.6,32.2,285.68
6110,23,20,0,0.27,18.62,4.47,26.7,265.15
6111,24,18.9,0,0.27,18.29,4.21,28.9,208.14
6112,25,20,0,0.27,18.12,3.97,30,198.43
6113,26,18.9,0.6,0.33,17.3,2.93,26.7,175.01
6114,27,18.9,0,0.31,17.22,3.21,31.1,172.49
6115,28,17.8,0,0.29,17.61,4.38,30,169.18
6116,29,16.7,1,0.28,17.65,4.07,27.8,155.58
6117,30,16.7,0,0.21,17.51,4.15,30,150.91
6118,1,15.6,0,0.37,14.1,4.35,28.9,156.63
6119,2,17.8,0,0.33,16.83,3.66,32.2,154.93
6120,3,17.8,0,0.35,16.42,3.94,27.8,149.84
6121,4,17.8,0,0.29,16.74,4.35,25.6,133.86
6122,5,16.7,0.7,0.29,16.68,4.1,27.8,133.33
6123,6,15.6,0,0.33,16.49,3.88,21.1,138.14
6124,7,14.4,0,0.27,16.48,4.21,26.7,136.19
6125,8,14.4,0,0.23,16.58,4.65,27.8,123.61
6126,9,14.4,0,0.26,16.49,4.69,32.2,156.52
6127,10,15.6,0,0.19,16.58,4.72,32.2,134.74
6128,11,15.6,0,0.2,16.45,4.47,28.9,117.86
6129,12,15.6,0,0.21,16.19,4.73,26.7,136.53
6130,13,14.4,0,0.26,16.12,4.53,24.4,111.12
6131,14,15.6,0,0.29,15.9,4.35,28.9,87.42
6132,15,15.6,0,0.28,15.78,4.57,32.2,98.72
6133,16,14.4,0,0.26,15.72,4.44,24.4,96.37
6134,17,12.2,4,0.25,15.55,4.24,25.6,99.71
6135,18,8.9,2,0.25,15.43,4.46,25.6,105.04
6136,19,11.1,0,0.19,15.61,4.71,26.7,129.13
6137,20,13.3,0,0.16,15.62,4.39,28.9,117.72
6138,21,13.3,0,0.12,15.51,4.05,30,119.99
6139,22,12.2,0,0.28,14.96,3.14,28.9,119.99
6140,23,12.2,0,0.39,14.05,4.15,27.8,110.02
6141,24,13.3,0,0.24,13.65,3.96,28.9,116.14
6142,25,11.1,0,0.3,14.77,3.9,30,111.55
6143,26,13.3,0,0.3,14.27,4.55,28.9,108.35
6144,27,12.2,0,0.27,14.64,4.15,31.1,107.92
6145,28,12.2,0,0.23,14.65,4.24,27.8,105.63
6146,29,8.9,0,0.22,12.29,3.13,26.7,112.65
6147,30,10,0,0.27,12.02,3.63,23.3,103.25
6148,31,8.9,0,0.27,14.59,3.79,26.7,93.54
6149,1,10,0,0.57,7.17,2.4,30,98.75
6150,2,11.1,0,0.65,11.85,2.32,30,93.25
6151,3,10,0,0.67,7.07,3.12,27.8,98.75
6152,4,10,0,0.47,13.85,3.67,26.7,90.25
6153,5,12.2,0,0.51,12.58,3.37,27.8,78.64
6154,6,11.1,0,0.33,14.27,4.11,26.7,92.23
6155,7,11.1,0,0.22,14.61,4.76,25.6,86.85
6156,8,10,0,0.25,14.52,4.89,24.4,87
6157,9,8.9,0,0.28,14.25,4.61,23.3,85.47
6158,10,7.8,0,0.22,11.28,3.52,24.4,86.97
6159,11,8.9,0,0.21,14.14,3.69,23.3,80.2
6160,12,7.8,0,0.28,14.04,3.33,25.6,84.93
6161,13,6.7,0,0.32,13.96,4.59,26.7,84.39
6162,14,7.8,0,0.21,14.53,4.69,26.7,88.16
6163,15,8.9,0,0.16,14.3,3.56,24.4,88.16
6164,16,8.9,0,0.15,14.5,3.88,23.3,89.12
6165,17,8.9,0,0.18,14.58,3.98,24.4,86.34
6166,18,7.8,0,0.13,14.75,3.97,22.2,81.93
6167,19,6.7,0,0.13,14.74,3.94,23.3,80.65
6168,20,7.8,0,0.13,14.74,3.93,23.3,82.32
6169,21,7.8,0,0.22,14.4,4.18,23.3,80.99
6170,22,7.8,0,0.17,14.78,3.99,22.2,80.62
6171,23,6.7,0,0.13,0.07,5.89,22.2,82.72
6172,24,6.7,0,0.14,14.44,4.28,21.1,80.94
6173,25,7.8,0,0.18,14.56,4.35,23.3,82.55
6174,26,6.7,0,0.19,14.59,4.06,22.2,86.34
6175,27,6.7,0,0.19,14.31,3.91,21.1,79.92
6176,28,7.8,0,0.5,5.28,2.94,22.2,80.37
6177,29,6.7,0,0.41,12.66,4.18,22.2,79.18
6178,30,6.7,0,0.37,14.09,4.15,21.1,76.74
6179,1,5.6,0,0.74,4.41,3.83,25.6,77.2
6180,2,5.6,0,0.87,1.07,3.59,24.4,76.55
6181,3,5.6,0,0.76,10.23,2.13,25.6,72.78
6182,4,6.7,0,0.34,12.93,3.63,21.1,70.68
6183,5,6.7,0,0.35,10.31,3.15,22.2,71.36
6184,6,5.6,0,0.23,15.02,3.94,24.4,70.34
6185,7,7.8,0,0.27,11.56,2.79,20,76.09
6186,8,5.6,0,0.36,14.28,3.57,16.7,73.26
6187,9,6.7,0,0.64,3.66,2.81,21.1,72.04
6188,10,6.7,0,0.9,1.34,1.87,21.1,73.2
6189,11,5.6,0,0.73,1.18,3.99,10,74.88
6190,12,4.4,4,0.45,11.82,3.39,10,73.2
6191,13,5.6,9.5,0.3,15.68,3.49,14.4,73.15
6192,14,5.6,7,0.18,16.13,3.9,12.2,78.87
6193,15,3.3,8,0.23,16.05,3.81,15.6,75.92
6194,16,4.4,1.2,0.34,14.68,4.04,18.9,75.61
6195,17,3.3,0,0.28,16.26,3.41,18.9,74.31
6196,18,3.3,0,0.42,10.58,3.22,20,72.47
6197,19,4.4,0,0.45,11.11,3.31,18.9,73.35
6198,20,5.6,0,0.29,16.54,3.38,17.8,67.48
6199,21,5.6,0,0.5,10.58,2.5,22.2,66.04
6200,22,4.4,0,0.48,15.1,1.99,22.2,65.59
6201,23,5.6,0,0.37,15.38,3.38,21.1,65.16
6202,24,6.7,0,0.29,17.02,4.78,23.3,66.35
6203,25,5.6,0,0.15,17.52,4.02,18.9,66.63
6204,26,4.4,0,0.4,15.15,2.85,16.7,66.46
6205,27,4.4,0,0.72,5.86,3.18,21.1,68.02
6206,28,4.4,0,0.45,17.14,4.16,20,67.4
6207,29,4.4,0,0.59,15.63,4.07,22.2,67.71
6208,30,5.6,0,0.68,10.45,3.81,21.1,67.09
6209,31,3.3,0,0.7,15.12,3.39,18.9,69.21
6210,1,3.3,0,0.74,4.15,3.28,20,64.79
6211,2,3.3,0,0.15,18.39,3.83,18.9,73.94
6212,3,3.3,0,0.13,18.91,3.66,14.4,71.96
6213,4,4.4,0,0.24,18.63,3.59,18.9,68.82
6214,5,5.6,0,0.17,19.27,4.73,15.6,67.37
6215,6,6.7,3.6,0.15,19.18,4.59,14.4,67.43
6216,7,5.6,2,0.27,18.76,3.65,10,66.69
6217,8,6.7,0,0.22,18.93,4.45,14.4,65.9
6218,9,6.7,40,0.33,18.09,3.12,13.3,66.92
6219,10,5.6,34,0.29,18.9,3.93,8.9,74.93
6220,11,6.7,3.2,0.29,18.99,3.82,11.1,72.1
6221,12,5.6,0,0.24,19.69,5.08,15.6,76.74
6222,13,4.4,0,0.28,19.86,4.06,14.4,69.89
6223,14,4.4,0,0.34,18.23,3.28,13.3,71.05
6224,15,5.6,0,0.43,15.91,3.55,15.6,69.86
6225,16,6.7,0,0.43,15.65,3.58,16.7,67.71
6226,17,10,10.5,0.28,20.26,4.17,15.6,62.53
6227,18,8.9,18,0.21,20.84,4.51,12.2,62.5
6228,19,5.6,7.5,0.22,21.13,4.36,12.2,65.93
6229,20,5.6,0,0.24,21.05,4.48,10,66.78
6230,21,2.2,0,0.24,21.04,3.97,14.4,67.46
6231,22,3.3,0,0.23,21.07,4.19,15.6,70.29
6232,23,4.4,0,0.2,21.34,4.32,13.3,69.83
6233,24,2.2,0,0.23,21.44,3.53,16.7,70.77
6234,25,3.3,0,0.26,21.61,3.66,15.6,72.52
6235,26,3.3,1,0.31,21.37,4.28,16.7,69.98
6236,27,2.2,0,0.28,21.65,4.52,12.2,69.55
6237,28,3.3,0,0.2,22.18,4.47,14.4,67.54
6238,29,2.2,0,0.29,20.82,4.14,13.3,70.26
6239,30,3.3,4,0.22,22.6,4.53,11.1,67.97
6240,31,2.2,0,0.14,23.04,4.5,12.2,68.62
6241,1,3.3,0,0.09,23.46,4.53,15.6,70.6
6242,2,2.2,0,0.15,21.9,3.59,17.8,68.9
6243,3,4.4,0,0.21,22.9,4.34,13.3,72.07
6244,4,4.4,2.2,0.26,22.36,3.55,8.9,70.12
6245,5,5.6,0,0.28,23.23,3.88,18.9,70.4
6246,6,5.6,6,0.29,23.09,4.04,20,66.89
6247,7,6.7,13.2,0.3,23.54,4.04,15.6,66.12
6248,8,6.7,0,0.28,23.74,4.12,12.2,66.18
6249,9,5.6,8.4,0.26,24,4.08,11.7,63.69
6250,10,4.4,0,0.31,21.27,3.25,15.6,67.29
6251,11,5.6,0,0.21,24.55,4.35,14.4,65.19
6252,12,3.3,0,0.21,24.54,3.76,18.9,65.36
6253,13,3.3,0,0.33,21.87,3.8,17.8,66.83
6254,14,3.3,0,0.24,24.89,3.91,21.1,66.46
6255,15,4.4,0,0.21,25.04,4.39,13.3,65.22
6256,16,6.7,0,0.22,25.19,4.25,23.3,70.74
6257,17,4.4,0,0.33,25.11,3.39,21.1,69.3
6258,18,6.7,0,0.3,25.25,3.73,17.8,69.15
6259,19,4.4,0,0.3,23.16,3.66,21.1,69.61
6260,20,6.7,0,0.3,21.76,3.92,13.3,69.44
6261,21,6.7,0,0.27,24.91,4.21,14.4,68.08
6262,22,6.7,0,0.36,20.59,2.82,16.7,68.87
6263,23,13.3,0,0.41,25.05,2.99,22.2,69.04
6264,24,11.1,0,0.31,25.46,3.72,21.1,67.4
6265,25,7.8,0,0.53,13.8,3.33,15.6,68.45
6266,26,5.6,1.4,0.49,20.75,3.81,16.7,69.64
6267,27,6.7,0,0.7,4.93,3.31,14.4,66.35
6268,28,7.8,0,0.39,27,3.8,21,67.37
6269,29,8.9,0,0.36,26.9,3.97,15.6,65.7
6270,1,10,0,0.39,26.95,3.72,16.7,67.6
6271,2,11.1,0,0.46,19.97,3.36,21.1,62.3
6272,3,8.9,0,0.59,21.93,2.86,27.8,60.97
6273,4,11.1,0,0.52,26.68,3.59,17.8,61.59
6274,5,10,0,0.32,27.31,3.65,26.7,62.22
6275,6,11.1,0,0.25,28,4.18,17.8,69.95
6276,7,10,0,0.27,26.06,3.95,26.7,69.92
6277,8,8.9,0,0.34,25.53,3.6,27.8,76.83
6278,9,11.1,0,0.53,8.83,5,21.1,75.98
6279,10,10,0,0.26,28.57,4.17,15.6,74.76
6280,11,11.1,0,0.2,29.15,4.17,27.8,74.93
6281,12,12.2,0,0.25,28.91,3.98,17.8,71.19
6282,13,14.4,0,0.27,28.79,3.98,26.7,70.32
6283,14,11.1,6.4,0.24,29.11,4.24,16.7,70.88
6284,15,10,0,0.21,29.16,4.36,21.1,72.1
6285,16,12.2,0,0.19,29.28,4.03,26.7,76.23
6286,17,13.3,0,0.18,29.35,3.72,30,78.44
6287,18,13.3,0,0.15,29.89,3.7,28.9,79.52
6288,19,11.1,0,0.24,29.5,3.94,27.8,77.65
6289,20,10,4,0.25,29.43,3.58,25.6,79.66
6290,21,10,0,0.21,29.71,4.05,27.8,72.36
6291,22,10,0,0.19,30.04,4.21,28.9,70.83
6292,23,8.9,0,0.2,30.04,4.15,27.8,74.28
6293,24,8.9,0,0.21,30.09,3.81,30,78.67
6294,25,13.3,0,0.21,28.68,5.23,31.1,78.56
6295,26,10,0,0.2,30.03,4.14,28.9,81.3
6296,27,13.3,0,0.18,30.24,3.72,27.8,72.86
6297,28,12.2,0,0.25,29.08,3.76,30,78.16
6298,29,11.1,0,0.23,30.54,4.38,26.7,75.56
6299,30,13.3,0,0.24,30.19,3.62,27.8,62.61
6300,31,13.3,0,0.24,30.05,3.39,23.3,69.24
6301,1,12.2,1,0.35,29.3,3.19,27.8,65.13
6302,2,10,2.4,0.52,23.97,3.32,28.9,80.17
6303,3,12.2,0,0.47,23.36,3.13,27.8,76.23
6304,4,14.4,0,0.45,27.51,2.6,26.7,78.95
6305,5,15.6,0,0.38,29.42,3.76,27.8,77.48
6306,6,13.3,8,0.29,30.35,4.12,25.6,75.41
6307,7,10,0,0.29,29.73,4.43,26.7,80.57
6308,8,12.2,0,0.3,30.2,3.95,27.8,80.74
6309,9,13.3,0,0.25,31.1,4,30,81.36
6310,10,14.4,0,0.39,27.65,2.99,32.2,84.31
6311,11,16.7,0,0.52,19.2,2.92,32.2,88.84
6312,12,14.4,8.8,0.43,29,3.42,31.1,89.57
6313,13,13.3,0.3,0.42,29.19,4.72,28.9,99.14
6314,14,13.3,0,0.57,29.32,2.76,31.1,98.21
6315,15,15.6,4.3,0.6,23.3,3.08,32.2,105.94
6316,16,15.6,5.1,0.49,30.32,2.89,30,107.47
6317,17,10,10.4,0.36,31.17,3.42,24.4,103.51
6318,18,12.2,0,0.31,31.41,3.46,30,105.04
6319,19,13.3,0,0.23,32.06,4,32.2,94.19
6320,20,14.4,0,0.24,31.86,3.62,31.1,98.83
6321,21,15.6,0,0.29,31,3.62,33.3,90.03
6322,22,16.7,0,0.31,30.62,3.35,33.3,87.39
6323,23,14.4,0,0.46,22.24,2.9,32.2,100.7
6324,24,16.7,0,0.47,28.67,3.07,33.3,100.39
6325,25,18.9,0,0.42,26.93,2.66,35.6,108.12
